0.00001228, -0.70334938
0.00001236, -0.66953840
0.00001245, -0.63096792
0.00001253, -0.58783548
0.00001261, -0.54037286
0.00001270, -0.48884471
0.00001278, -0.43354706
0.00001287, -0.37480547
0.00001295, -0.31297303
0.00001303, -0.24842808
0.00001312, -0.18157178
0.00001320, -0.11282540
0.00001328, -0.04262753
0.00001337, 0.02856892
0.00001345, 0.10029983
0.00001353, 0.17209309
0.00001362, 0.24347189
0.00001370, 0.31395811
0.00001378, 0.38307571
0.00001387, 0.45035415
0.00001395, 0.51533176
0.00001404, 0.57755913
0.00001412, 0.63660235
0.00001420, 0.69204624
0.00001429, 0.74349743
0.00001437, 0.79058726
0.00001445, 0.83297458
0.00001454, 0.87034834
0.00001462, 0.90242994
0.00001470, 0.92897543
0.00001479, 0.94977739
0.00001487, 0.96466661
0.00001495, 0.97351347
0.00001504, 0.97622902
0.00001512, 0.97276584
0.00001520, 0.96311851
0.00001529, 0.94732387
0.00001537, 0.92546085
0.00001546, 0.89765014
0.00001554, 0.86405345
0.00001562, 0.82487248
0.00001571, 0.78034767
0.00001579, 0.73075656
0.00001587, 0.67641198
0.00001596, 0.61765988
0.00001604, 0.55487701
0.00001612, 0.48846828
0.00001621, 0.41886402
0.00001629, 0.34651692
0.00001637, 0.27189893
0.00001646, 0.19549793
0.00001654, 0.11781434
0.00001662, 0.03935756
0.00001671, -0.03935756
0.00001679, -0.11781434
0.00001688, -0.19549793
0.00001696, -0.27189893
0.00001704, -0.34651692
0.00001713, -0.41886402
0.00001721, -0.48846828
0.00001729, -0.55487701
0.00001738, -0.61765988
0.00001746, -0.67641198
0.00001754, -0.73075656
0.00001763, -0.78034767
0.00001771, -0.82487248
0.00001779, -0.86405345
0.00001788, -0.89765014
0.00001796, -0.92546085
0.00001805, -0.94732387
0.00001813, -0.96311851
0.00001821, -0.97276584
0.00001830, -0.97622902
0.00001838, -0.97351347
0.00001846, -0.96466661
0.00001855, -0.94977739
0.00001863, -0.92897543
0.00001871, -0.90242994
0.00001880, -0.87034834
0.00001888, -0.83297458
0.00001896, -0.79058726
0.00001905, -0.74349743
0.00001913, -0.69204624
0.00001921, -0.63660235
0.00001930, -0.57755913
0.00001938, -0.51533176
0.00001947, -0.45035415
0.00001955, -0.38307571
0.00001963, -0.31395811
0.00001972, -0.24347189
0.00001980, -0.17209309
0.00001988, -0.10029983
0.00001997, -0.02856892
0.00002005, 0.04262753
0.00002013, 0.11282540
0.00002022, 0.18157178
0.00002030, 0.24842808
0.00002038, 0.31297303
0.00002047, 0.37480547
0.00002055, 0.43354706
0.00002063, 0.48884471
0.00002072, 0.54037286
0.00002080, 0.58783548
0.00002089, 0.63096792
0.00002097, 0.66953840
0.00002105, 0.70334938
0.00002114, 0.73223849
0.00002122, 0.75607939
0.00002130, 0.77478215
0.00002139, 0.78829356
0.00002147, 0.79659698
0.00002155, 0.79971206
0.00002164, 0.79769412
0.00002172, 0.79063329
0.00002180, 0.77865340
0.00002189, 0.76191067
0.00002197, 0.74059209
0.00002206, 0.71491369
0.00002214, 0.68511856
0.00002222, 0.65147469
0.00002231, 0.61427266
0.00002239, 0.57382324
0.00002247, 0.53045477
0.00002256, 0.48451057
0.00002264, 0.43634615
0.00002272, 0.38632647
0.00002281, 0.33482309
0.00002289, 0.28221139
0.00002297, 0.22886772
0.00002306, 0.17516666
0.00002314, 0.12147829
0.00002322, 0.06816554
0.00002331, 0.01558167
0.00002339, -0.03593218
0.00002348, -0.08604927
0.00002356, -0.13445941
0.00002364, -0.18087098
0.00002373, -0.22501267
0.00002381, -0.26663516
0.00002389, -0.30551253
0.00002398, -0.34144348
0.00002406, -0.37425231
0.00002414, -0.40378976
0.00002423, -0.42993354
0.00002431, -0.45258871
0.00002439, -0.47168779
0.00002448, -0.48719069
0.00002456, -0.49908443
0.00002464, -0.50738259
0.00002473, -0.51212466
0.00002481, -0.51337513
0.00002490, -0.51122242
0.00002498, -0.50577766
0.00002506, -0.49717327
0.00002515, -0.48556149
0.00002523, -0.47111264
0.00002531, -0.45401348
0.00002540, -0.43446524
0.00002548, -0.41268176
0.00002556, -0.38888749
0.00002565, -0.36331547
0.00002573, -0.33620528
0.00002581, -0.30780097
0.00002590, -0.27834904
0.00002598, -0.24809642
0.00002607, -0.21728852
0.00002615, -0.18616728
0.00002623, -0.15496940
0.00002632, -0.12392453
0.00002640, -0.09325368
0.00002648, -0.06316770
0.00002657, -0.03386581
0.00002665, -0.00553440
0.00002673, 0.02165413
0.00002682, 0.04754234
0.00002690, 0.07198860
0.00002698, 0.09486773
0.00002707, 0.11607153
0.00002715, 0.13550915
0.00002723, 0.15310728
0.00002732, 0.16881014
0.00002740, 0.18257946
0.00002749, 0.19439412
0.00002757, 0.20424983
0.00002765, 0.21215854
0.00002774, 0.21814779
0.00002782, 0.22225991
0.00002790, 0.22455117
0.00002799, 0.22509074
0.00002807, 0.22395965
0.00002815, 0.22124963
0.00002824, 0.21706192
0.00002832, 0.21150596
0.00002840, 0.20469817
0.00002849, 0.19676058
0.00002857, 0.18781953
0.00002865, 0.17800434
0.00002874, 0.16744601
0.00002882, 0.15627594
0.00002891, 0.14462468
0.00002899, 0.13262078
0.00002907, 0.12038959
0.00002916, 0.10805227
0.00002924, 0.09572477
0.00002932, 0.08351694
0.00002941, 0.07153171
0.00002949, 0.05986441
0.00002957, 0.04860215
0.00002966, 0.03782329
0.00002974, 0.02759710
0.00002982, 0.01798340
0.00002991, 0.00903245
0.00002999, 0.00078481
0.00003008, -0.00672858
0.00003016, -0.01348630
0.00003024, -0.01947620
0.00003033, -0.02469511
0.00003041, -0.02914842
0.00003049, -0.03284958
0.00003058, -0.03581960
0.00003066, -0.03808636
0.00003074, -0.03968401
0.00003083, -0.04065219
0.00003091, -0.04103532
0.00003099, -0.04088180
0.00003108, -0.04024321
0.00003116, -0.03917352
0.00003124, -0.03772826
0.00003133, -0.03596374
0.00003141, -0.03393628
0.00003150, -0.03170145
0.00003158, -0.02931337
0.00003166, -0.02682404
0.00003175, -0.02428275
0.00003183, -0.02173547
0.00003191, -0.01922441
0.00003200, -0.01678757
0.00003208, -0.01445837
0.00003216, -0.01226541
0.00003225, -0.01023222
0.00003233, -0.00837716
0.00003241, -0.00671337
0.00003250, -0.00524879
0.00003258, -0.00398626
0.00003266, -0.00292371
0.00003275, -0.00205439
0.00003283, -0.00136717
0.00003292, -0.00084696
0.00003300, -0.00047508
0.00003308, -0.00022974
0.00003317, -0.00008661
0.00003325, -0.00001931
0.00003333, -0.00000000
0.00100000, 0.00000000
0.00100000, 0.00000000
