0.00000000, 0.00000000
0.00000008, 0.00001931
0.00000017, 0.00008661
0.00000025, 0.00022974
0.00000033, 0.00047508
0.00000042, 0.00084696
0.00000050, 0.00136717
0.00000058, 0.00205439
0.00000067, 0.00292371
0.00000075, 0.00398626
0.00000084, 0.00524879
0.00000092, 0.00671337
0.00000100, 0.00837716
0.00000109, 0.01023222
0.00000117, 0.01226541
0.00000125, 0.01445837
0.00000134, 0.01678757
0.00000142, 0.01922441
0.00000150, 0.02173547
0.00000159, 0.02428275
0.00000167, 0.02682404
0.00000175, 0.02931337
0.00000184, 0.03170145
0.00000192, 0.03393628
0.00000201, 0.03596374
0.00000209, 0.03772826
0.00000217, 0.03917352
0.00000226, 0.04024321
0.00000234, 0.04088180
0.00000242, 0.04103532
0.00000251, 0.04065219
0.00000259, 0.03968401
0.00000267, 0.03808636
0.00000276, 0.03581960
0.00000284, 0.03284958
0.00000292, 0.02914842
0.00000301, 0.02469511
0.00000309, 0.01947620
0.00000317, 0.01348630
0.00000326, 0.00672858
0.00000334, -0.00078481
0.00000343, -0.00903245
0.00000351, -0.01798340
0.00000359, -0.02759710
0.00000368, -0.03782329
0.00000376, -0.04860215
0.00000384, -0.05986441
0.00000393, -0.07153171
0.00000401, -0.08351694
0.00000409, -0.09572477
0.00000418, -0.10805227
0.00000426, -0.12038959
0.00000434, -0.13262078
0.00000443, -0.14462468
0.00000451, -0.15627594
0.00000459, -0.16744601
0.00000468, -0.17800434
0.00000476, -0.18781953
0.00000485, -0.19676058
0.00000493, -0.20469817
0.00000501, -0.21150596
0.00000510, -0.21706192
0.00000518, -0.22124963
0.00000526, -0.22395965
0.00000535, -0.22509074
0.00000543, -0.22455117
0.00000551, -0.22225991
0.00000560, -0.21814779
0.00000568, -0.21215854
0.00000576, -0.20424983
0.00000585, -0.19439412
0.00000593, -0.18257946
0.00000602, -0.16881014
0.00000610, -0.15310728
0.00000618, -0.13550915
0.00000627, -0.11607153
0.00000635, -0.09486773
0.00000643, -0.07198860
0.00000652, -0.04754234
0.00000660, -0.02165413
0.00000668, 0.00553440
0.00000677, 0.03386581
0.00000685, 0.06316770
0.00000693, 0.09325368
0.00000702, 0.12392453
0.00000710, 0.15496940
0.00000718, 0.18616728
0.00000727, 0.21728852
0.00000735, 0.24809642
0.00000744, 0.27834904
0.00000752, 0.30780097
0.00000760, 0.33620528
0.00000769, 0.36331547
0.00000777, 0.38888749
0.00000785, 0.41268176
0.00000794, 0.43446524
0.00000802, 0.45401348
0.00000810, 0.47111264
0.00000819, 0.48556149
0.00000827, 0.49717327
0.00000835, 0.50577766
0.00000844, 0.51122242
0.00000852, 0.51337513
0.00000860, 0.51212466
0.00000869, 0.50738259
0.00000877, 0.49908443
0.00000886, 0.48719069
0.00000894, 0.47168779
0.00000902, 0.45258871
0.00000911, 0.42993354
0.00000919, 0.40378976
0.00000927, 0.37425231
0.00000936, 0.34144348
0.00000944, 0.30551253
0.00000952, 0.26663516
0.00000961, 0.22501267
0.00000969, 0.18087098
0.00000977, 0.13445941
0.00000986, 0.08604927
0.00000994, 0.03593218
0.00001003, -0.01558167
0.00001011, -0.06816554
0.00001019, -0.12147829
0.00001028, -0.17516666
0.00001036, -0.22886772
0.00001044, -0.28221139
0.00001053, -0.33482309
0.00001061, -0.38632647
0.00001069, -0.43634615
0.00001078, -0.48451057
0.00001086, -0.53045477
0.00001094, -0.57382324
0.00001103, -0.61427266
0.00001111, -0.65147469
0.00001119, -0.68511856
0.00001128, -0.71491369
0.00001136, -0.74059209
0.00001145, -0.76191067
0.00001153, -0.77865340
0.00001161, -0.79063329
0.00001170, -0.79769412
0.00001178, -0.79971206
0.00001186, -0.79659698
0.00001195, -0.78829356
0.00001203, -0.77478215
0.00001211, -0.75607939
0.00001220, -0.73223849
